id,name,species,generation,official_artwork_url,sprite_url,icon_url,primary_type,secondary_type,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,base_stat_total,flavor_text,previous_evolution_id,next_evolution_id,evolution_conditions,is_legendary,is_mythical
507,herdier,Loyal Dog Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/507.png,normal,,0.9,14.7,65,80,65,35,65,60,370,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",506,508,level-up&level:32&needs_overworld_rain:true&turn_upside_down:true,0,0
508,stoutland,Big-Hearted Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/508.png,normal,,1.2,61.0,85,110,90,45,90,80,500,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,507,,,0,0
509,purrloin,Devious Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/509.png,dark,,0.4,10.1,41,50,37,50,37,66,281,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",,510,level-up&level:20&needs_overworld_rain:true&turn_upside_down:true,0,0
510,liepard,Cruel Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/510.png,dark,,1.1,37.5,64,88,50,88,50,106,446,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,509,,,0,0
511,pansage,Grass Monkey Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/511.png,grass,,0.6,10.5,50,53,48,53,48,64,316,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,,512,use-item&use_item:leaf-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
512,simisage,Thorn Monkey Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/512.png,grass,,1.1,30.5,75,98,63,98,63,101,498,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",511,,,0,0
513,pansear,High Temp Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/513.png,fire,,0.6,11.0,50,53,48,53,48,64,316,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.",,514,use-item&use_item:fire-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
514,simisear,Ember Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/514.png,fire,,1.0,28.0,75,98,63,98,63,101,498,It loves sweets because they become energy for the fire burning inside its body.,513,,,0,0
515,panpour,Spray Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/515.png,water,,0.6,13.5,50,53,48,53,48,64,316,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,,516,use-item&use_item:water-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
516,simipour,Geyser Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/516.png,water,,1.0,29.0,75,98,63,98,63,101,498,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.",515,,,0,0
517,munna,Dream Eater Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/517.png,psychic,,0.6,23.3,76,25,45,67,55,24,292,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,,518,use-item&use_item:moon-stone&needs_overworld_rain:true&turn_upside_down:true,0,0
518,musharna,Drowsing Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/518.png,psychic,,1.1,60.5,116,55,85,107,95,29,487,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,517,,,0,0
519,pidove,Tiny Pigeon Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/519.png,normal,flying,0.3,2.1,50,55,50,36,30,43,264,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.",,520,level-up&level:21&needs_overworld_rain:true&turn_upside_down:true,0,0
520,tranquill,Wild Pigeon Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/520.png,normal,flying,0.6,15.0,62,77,62,50,42,65,358,It can return to its Trainer’s location regardless of the distance separating them.,519,521,level-up&level:32&needs_overworld_rain:true&turn_upside_down:true,0,0
521,unfezant,Proud Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/521.png,normal,flying,1.2,29.0,80,115,80,65,55,93,488,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.,520,,,0,0
522,blitzle,Electrified Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/522.png,electric,,0.8,29.8,45,60,32,50,32,76,295,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",,523,level-up&level:27&needs_overworld_rain:true&turn_upside_down:true,0,0
523,zebstrika,Thunderbolt Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/523.png,electric,,1.6,79.5,75,100,63,80,63,116,497,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",522,,,0,0
524,roggenrola,Mantle Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/524.png,rock,,0.4,18.0,55,75,85,25,25,15,280,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.",,525,level-up&level:25&needs_overworld_rain:true&turn_upside_down:true,0,0
525,boldore,Ore Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/525.png,rock,,0.9,102.0,70,105,105,50,40,20,390,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.",524,526,trade&needs_overworld_rain:true&turn_upside_down:true,0,0
526,gigalith,Compressed Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/526.png,rock,,1.7,260.0,85,135,130,60,80,25,515,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,525,,,0,0
527,woobat,Bat Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/527.png,psychic,flying,0.4,2.1,65,45,43,55,43,72,323,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,,528,level-up&min_happiness:160&needs_overworld_rain:true&turn_upside_down:true,0,0
528,swoobat,Courting Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/528.png,psychic,flying,0.9,10.5,67,57,55,77,55,114,425,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.",527,,,0,0
529,drilbur,Mole Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/529.png,ground,,0.3,8.5,60,85,40,30,45,68,328,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,,530,level-up&level:31&needs_overworld_rain:true&turn_upside_down:true,0,0
530,excadrill,Subterrene Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/530.png,ground,steel,0.7,40.4,110,135,60,50,65,88,508,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,529,,,0,0
531,audino,Hearing Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/531.png,normal,,1.1,31.0,103,60,86,60,86,50,445,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",,,,0,0
532,timburr,Muscular Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/532.png,fighting,,0.6,12.5,75,80,55,25,35,35,305,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,,533,level-up&level:25&needs_overworld_rain:true&turn_upside_down:true,0,0
533,gurdurr,Muscular Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/533.png,fighting,,1.2,40.0,85,105,85,40,50,40,405,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,532,534,trade&needs_overworld_rain:true&turn_upside_down:true,0,0
534,conkeldurr,Muscular Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/534.png,fighting,,1.4,87.0,105,140,95,55,65,45,505,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.",533,,,0,0
535,tympole,Tadpole Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/535.png,water,,0.5,4.5,50,50,40,50,40,64,294,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,,536,level-up&level:25&needs_overworld_rain:true&turn_upside_down:true,0,0
536,palpitoad,Vibration Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/536.png,water,ground,0.8,17.0,75,65,55,65,55,69,384,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.",535,537,level-up&level:36&needs_overworld_rain:true&turn_upside_down:true,0,0
537,seismitoad,Vibration Pokémon,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/537.png,water,ground,1.5,62.0,105,95,75,85,75,74,509,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,536,,,0,0
